filepath,label
../data/ISIC-images/ISIC_0062369.jpg,0
../data/ISIC-images/ISIC_0066743.jpg,1
../data/ISIC-images/ISIC_0054932.jpg,1
../data/ISIC-images/ISIC_0056157.jpg,1
../data/ISIC-images/ISIC_0055469.jpg,1
../data/ISIC-images/ISIC_0067779.jpg,0
../data/ISIC-images/ISIC_0056580.jpg,0
../data/ISIC-images/ISIC_0069467.jpg,1
../data/ISIC-images/ISIC_0066591.jpg,0
../data/ISIC-images/ISIC_0060694.jpg,0
../data/ISIC-images/ISIC_0062487.jpg,1
../data/ISIC-images/ISIC_0071455.jpg,1
../data/ISIC-images/ISIC_0053685.jpg,1
../data/ISIC-images/ISIC_0064979.jpg,0
../data/ISIC-images/ISIC_0058040.jpg,1
../data/ISIC-images/ISIC_0069128.jpg,0
../data/ISIC-images/ISIC_0060170.jpg,0
../data/ISIC-images/ISIC_0066303.jpg,0
../data/ISIC-images/ISIC_0057996.jpg,1
../data/ISIC-images/ISIC_0070470.jpg,0
../data/ISIC-images/ISIC_0053509.jpg,1
../data/ISIC-images/ISIC_0070326.jpg,0
../data/ISIC-images/ISIC_0066574.jpg,0
../data/ISIC-images/ISIC_0054325.jpg,0
../data/ISIC-images/ISIC_0067465.jpg,1
../data/ISIC-images/ISIC_0053564.jpg,0
../data/ISIC-images/ISIC_0071129.jpg,0
../data/ISIC-images/ISIC_0061982.jpg,1
../data/ISIC-images/ISIC_0055183.jpg,0
../data/ISIC-images/ISIC_0061155.jpg,1
../data/ISIC-images/ISIC_0070668.jpg,0
../data/ISIC-images/ISIC_0063934.jpg,0
../data/ISIC-images/ISIC_0066386.jpg,1
../data/ISIC-images/ISIC_0059246.jpg,1
../data/ISIC-images/ISIC_0058751.jpg,1
../data/ISIC-images/ISIC_0066083.jpg,0
../data/ISIC-images/ISIC_0068851.jpg,1
../data/ISIC-images/ISIC_0065345.jpg,1
../data/ISIC-images/ISIC_0063849.jpg,0
../data/ISIC-images/ISIC_0056408.jpg,0
../data/ISIC-images/ISIC_0071887.jpg,1
../data/ISIC-images/ISIC_0059816.jpg,1
../data/ISIC-images/ISIC_0066872.jpg,0
../data/ISIC-images/ISIC_0072347.jpg,1
../data/ISIC-images/ISIC_0058603.jpg,0
../data/ISIC-images/ISIC_0073008.jpg,0
../data/ISIC-images/ISIC_0059213.jpg,1
../data/ISIC-images/ISIC_0063288.jpg,1
../data/ISIC-images/ISIC_0066221.jpg,1
../data/ISIC-images/ISIC_0067956.jpg,1
../data/ISIC-images/ISIC_0067596.jpg,0
../data/ISIC-images/ISIC_0064385.jpg,0
../data/ISIC-images/ISIC_0056660.jpg,1
../data/ISIC-images/ISIC_0069168.jpg,1
../data/ISIC-images/ISIC_0068455.jpg,0
../data/ISIC-images/ISIC_0059207.jpg,0
../data/ISIC-images/ISIC_0067940.jpg,1
../data/ISIC-images/ISIC_0067036.jpg,0
../data/ISIC-images/ISIC_0065750.jpg,0
../data/ISIC-images/ISIC_0064697.jpg,0
../data/ISIC-images/ISIC_0059064.jpg,1
../data/ISIC-images/ISIC_0062625.jpg,1
../data/ISIC-images/ISIC_0067873.jpg,1
../data/ISIC-images/ISIC_0060811.jpg,1
../data/ISIC-images/ISIC_0072259.jpg,0
../data/ISIC-images/ISIC_0071749.jpg,0
../data/ISIC-images/ISIC_0063738.jpg,1
../data/ISIC-images/ISIC_0055502.jpg,0
../data/ISIC-images/ISIC_0063653.jpg,0
