filepath,label
../data/ISIC-images/ISIC_0068466.jpg,0
../data/ISIC-images/ISIC_0061098.jpg,0
../data/ISIC-images/ISIC_0071694.jpg,0
../data/ISIC-images/ISIC_0068152.jpg,1
../data/ISIC-images/ISIC_0056307.jpg,0
../data/ISIC-images/ISIC_0058775.jpg,1
../data/ISIC-images/ISIC_0062174.jpg,1
../data/ISIC-images/ISIC_0072054.jpg,0
../data/ISIC-images/ISIC_0055484.jpg,0
../data/ISIC-images/ISIC_0068464.jpg,1
../data/ISIC-images/ISIC_0061286.jpg,0
../data/ISIC-images/ISIC_0059123.jpg,1
../data/ISIC-images/ISIC_0053796.jpg,1
../data/ISIC-images/ISIC_0058714.jpg,1
../data/ISIC-images/ISIC_0064421.jpg,0
../data/ISIC-images/ISIC_0061791.jpg,1
../data/ISIC-images/ISIC_0072029.jpg,1
../data/ISIC-images/ISIC_0054112.jpg,1
../data/ISIC-images/ISIC_0059064.jpg,1
../data/ISIC-images/ISIC_0067437.jpg,1
../data/ISIC-images/ISIC_0065907.jpg,0
../data/ISIC-images/ISIC_0065823.jpg,1
../data/ISIC-images/ISIC_0068458.jpg,0
../data/ISIC-images/ISIC_0071976.jpg,1
../data/ISIC-images/ISIC_0058589.jpg,0
../data/ISIC-images/ISIC_0062078.jpg,0
../data/ISIC-images/ISIC_0069672.jpg,0
../data/ISIC-images/ISIC_0061134.jpg,1
../data/ISIC-images/ISIC_0056964.jpg,1
../data/ISIC-images/ISIC_0069128.jpg,0
../data/ISIC-images/ISIC_0067709.jpg,1
../data/ISIC-images/ISIC_0061412.jpg,1
../data/ISIC-images/ISIC_0066542.jpg,0
../data/ISIC-images/ISIC_0057324.jpg,1
../data/ISIC-images/ISIC_0061018.jpg,0
../data/ISIC-images/ISIC_0072535.jpg,1
../data/ISIC-images/ISIC_0058348.jpg,1
../data/ISIC-images/ISIC_0071767.jpg,1
../data/ISIC-images/ISIC_0070549.jpg,1
../data/ISIC-images/ISIC_0073162.jpg,0
../data/ISIC-images/ISIC_0067494.jpg,0
../data/ISIC-images/ISIC_0054918.jpg,0
../data/ISIC-images/ISIC_0055205.jpg,1
../data/ISIC-images/ISIC_0066196.jpg,0
../data/ISIC-images/ISIC_0057701.jpg,0
../data/ISIC-images/ISIC_0064555.jpg,1
../data/ISIC-images/ISIC_0064040.jpg,1
../data/ISIC-images/ISIC_0058228.jpg,0
../data/ISIC-images/ISIC_0055433.jpg,0
../data/ISIC-images/ISIC_0061554.jpg,1
../data/ISIC-images/ISIC_0072942.jpg,1
../data/ISIC-images/ISIC_0054580.jpg,1
../data/ISIC-images/ISIC_0073059.jpg,1
../data/ISIC-images/ISIC_0072165.jpg,0
../data/ISIC-images/ISIC_0063545.jpg,1
../data/ISIC-images/ISIC_0061441.jpg,1
../data/ISIC-images/ISIC_0061161.jpg,0
../data/ISIC-images/ISIC_0068548.jpg,1
../data/ISIC-images/ISIC_0067710.jpg,0
../data/ISIC-images/ISIC_0068184.jpg,0
../data/ISIC-images/ISIC_0072503.jpg,0
../data/ISIC-images/ISIC_0067178.jpg,0
../data/ISIC-images/ISIC_0069245.jpg,1
../data/ISIC-images/ISIC_0069819.jpg,1
../data/ISIC-images/ISIC_0058274.jpg,0
../data/ISIC-images/ISIC_0053855.jpg,1
../data/ISIC-images/ISIC_0067384.jpg,1
../data/ISIC-images/ISIC_0066093.jpg,1
../data/ISIC-images/ISIC_0059281.jpg,1
../data/ISIC-images/ISIC_0055434.jpg,0
../data/ISIC-images/ISIC_0058798.jpg,1
../data/ISIC-images/ISIC_0068385.jpg,1
../data/ISIC-images/ISIC_0072918.jpg,0
../data/ISIC-images/ISIC_0062451.jpg,1
../data/ISIC-images/ISIC_0072058.jpg,0
../data/ISIC-images/ISIC_0059313.jpg,1
../data/ISIC-images/ISIC_0056470.jpg,0
../data/ISIC-images/ISIC_0071559.jpg,1
../data/ISIC-images/ISIC_0062443.jpg,1
../data/ISIC-images/ISIC_0068875.jpg,0
../data/ISIC-images/ISIC_0053665.jpg,0
../data/ISIC-images/ISIC_0055036.jpg,0
../data/ISIC-images/ISIC_0057977.jpg,1
../data/ISIC-images/ISIC_0070055.jpg,0
../data/ISIC-images/ISIC_0061585.jpg,1
../data/ISIC-images/ISIC_0070956.jpg,1
../data/ISIC-images/ISIC_0060659.jpg,1
../data/ISIC-images/ISIC_0053596.jpg,0
../data/ISIC-images/ISIC_0061986.jpg,0
../data/ISIC-images/ISIC_0063716.jpg,0
../data/ISIC-images/ISIC_0070094.jpg,1
../data/ISIC-images/ISIC_0068300.jpg,0
../data/ISIC-images/ISIC_0056953.jpg,1
../data/ISIC-images/ISIC_0054655.jpg,0
../data/ISIC-images/ISIC_0057314.jpg,1
../data/ISIC-images/ISIC_0062434.jpg,1
../data/ISIC-images/ISIC_0058433.jpg,1
../data/ISIC-images/ISIC_0062074.jpg,1
../data/ISIC-images/ISIC_0066470.jpg,1
../data/ISIC-images/ISIC_0055858.jpg,0
../data/ISIC-images/ISIC_0068618.jpg,0
../data/ISIC-images/ISIC_0068400.jpg,1
../data/ISIC-images/ISIC_0061679.jpg,0
../data/ISIC-images/ISIC_0066963.jpg,0
../data/ISIC-images/ISIC_0060911.jpg,1
../data/ISIC-images/ISIC_0065187.jpg,0
../data/ISIC-images/ISIC_0055709.jpg,1
../data/ISIC-images/ISIC_0062466.jpg,0
../data/ISIC-images/ISIC_0068853.jpg,0
../data/ISIC-images/ISIC_0069747.jpg,1
../data/ISIC-images/ISIC_0057548.jpg,1
../data/ISIC-images/ISIC_0064949.jpg,1
../data/ISIC-images/ISIC_0059458.jpg,1
../data/ISIC-images/ISIC_0058573.jpg,1
../data/ISIC-images/ISIC_0057236.jpg,0
../data/ISIC-images/ISIC_0059303.jpg,0
../data/ISIC-images/ISIC_0056653.jpg,1
../data/ISIC-images/ISIC_0067270.jpg,1
../data/ISIC-images/ISIC_0058332.jpg,1
../data/ISIC-images/ISIC_0053611.jpg,1
../data/ISIC-images/ISIC_0056363.jpg,0
../data/ISIC-images/ISIC_0064217.jpg,0
../data/ISIC-images/ISIC_0070373.jpg,0
../data/ISIC-images/ISIC_0066354.jpg,1
../data/ISIC-images/ISIC_0054059.jpg,1
../data/ISIC-images/ISIC_0062605.jpg,0
../data/ISIC-images/ISIC_0072734.jpg,0
../data/ISIC-images/ISIC_0063553.jpg,1
../data/ISIC-images/ISIC_0057192.jpg,1
../data/ISIC-images/ISIC_0060393.jpg,1
../data/ISIC-images/ISIC_0064107.jpg,1
../data/ISIC-images/ISIC_0073066.jpg,1
../data/ISIC-images/ISIC_0072430.jpg,0
../data/ISIC-images/ISIC_0058357.jpg,0
../data/ISIC-images/ISIC_0064122.jpg,1
../data/ISIC-images/ISIC_0058030.jpg,0
../data/ISIC-images/ISIC_0071067.jpg,1
../data/ISIC-images/ISIC_0068239.jpg,1
../data/ISIC-images/ISIC_0064610.jpg,1
../data/ISIC-images/ISIC_0066297.jpg,1
../data/ISIC-images/ISIC_0072817.jpg,1
../data/ISIC-images/ISIC_0061074.jpg,1
../data/ISIC-images/ISIC_0062296.jpg,1
../data/ISIC-images/ISIC_0072287.jpg,1
../data/ISIC-images/ISIC_0054701.jpg,0
../data/ISIC-images/ISIC_0067650.jpg,0
../data/ISIC-images/ISIC_0073139.jpg,1
../data/ISIC-images/ISIC_0053684.jpg,1
../data/ISIC-images/ISIC_0065255.jpg,0
../data/ISIC-images/ISIC_0054770.jpg,1
../data/ISIC-images/ISIC_0058866.jpg,1
../data/ISIC-images/ISIC_0064419.jpg,1
../data/ISIC-images/ISIC_0064288.jpg,0
../data/ISIC-images/ISIC_0059137.jpg,1
../data/ISIC-images/ISIC_0069504.jpg,1
../data/ISIC-images/ISIC_0058840.jpg,1
../data/ISIC-images/ISIC_0068263.jpg,0
../data/ISIC-images/ISIC_0066947.jpg,1
../data/ISIC-images/ISIC_0062090.jpg,1
../data/ISIC-images/ISIC_0072067.jpg,0
../data/ISIC-images/ISIC_0062332.jpg,1
../data/ISIC-images/ISIC_0070158.jpg,1
../data/ISIC-images/ISIC_0068271.jpg,0
../data/ISIC-images/ISIC_0053465.jpg,1
../data/ISIC-images/ISIC_0070035.jpg,1
../data/ISIC-images/ISIC_0054051.jpg,1
../data/ISIC-images/ISIC_0071170.jpg,1
../data/ISIC-images/ISIC_0063613.jpg,0
../data/ISIC-images/ISIC_0066434.jpg,0
../data/ISIC-images/ISIC_0057720.jpg,0
../data/ISIC-images/ISIC_0071927.jpg,0
../data/ISIC-images/ISIC_0071467.jpg,0
../data/ISIC-images/ISIC_0054369.jpg,0
../data/ISIC-images/ISIC_0069183.jpg,0
../data/ISIC-images/ISIC_0054632.jpg,0
../data/ISIC-images/ISIC_0063388.jpg,0
../data/ISIC-images/ISIC_0053585.jpg,1
../data/ISIC-images/ISIC_0061213.jpg,1
../data/ISIC-images/ISIC_0066184.jpg,0
../data/ISIC-images/ISIC_0054971.jpg,1
../data/ISIC-images/ISIC_0067081.jpg,1
../data/ISIC-images/ISIC_0053810.jpg,1
../data/ISIC-images/ISIC_0065751.jpg,1
../data/ISIC-images/ISIC_0060140.jpg,1
../data/ISIC-images/ISIC_0067023.jpg,0
../data/ISIC-images/ISIC_0057228.jpg,0
../data/ISIC-images/ISIC_0070431.jpg,1
../data/ISIC-images/ISIC_0063578.jpg,1
../data/ISIC-images/ISIC_0055999.jpg,1
../data/ISIC-images/ISIC_0058495.jpg,0
../data/ISIC-images/ISIC_0067336.jpg,0
../data/ISIC-images/ISIC_0060478.jpg,1
../data/ISIC-images/ISIC_0055851.jpg,0
../data/ISIC-images/ISIC_0059762.jpg,0
../data/ISIC-images/ISIC_0072841.jpg,0
../data/ISIC-images/ISIC_0061731.jpg,0
../data/ISIC-images/ISIC_0070551.jpg,1
../data/ISIC-images/ISIC_0061443.jpg,1
../data/ISIC-images/ISIC_0071273.jpg,1
../data/ISIC-images/ISIC_0054078.jpg,1
../data/ISIC-images/ISIC_0069700.jpg,0
../data/ISIC-images/ISIC_0065766.jpg,1
../data/ISIC-images/ISIC_0071641.jpg,0
../data/ISIC-images/ISIC_0066484.jpg,0
../data/ISIC-images/ISIC_0064478.jpg,0
../data/ISIC-images/ISIC_0066797.jpg,0
../data/ISIC-images/ISIC_0060444.jpg,1
../data/ISIC-images/ISIC_0060872.jpg,1
../data/ISIC-images/ISIC_0071173.jpg,0
../data/ISIC-images/ISIC_0065445.jpg,0
../data/ISIC-images/ISIC_0066887.jpg,1
../data/ISIC-images/ISIC_0070814.jpg,1
../data/ISIC-images/ISIC_0054693.jpg,0
../data/ISIC-images/ISIC_0068944.jpg,0
../data/ISIC-images/ISIC_0068320.jpg,0
../data/ISIC-images/ISIC_0070088.jpg,1
../data/ISIC-images/ISIC_0067008.jpg,1
../data/ISIC-images/ISIC_0055591.jpg,0
../data/ISIC-images/ISIC_0054277.jpg,0
../data/ISIC-images/ISIC_0067359.jpg,1
../data/ISIC-images/ISIC_0053644.jpg,1
../data/ISIC-images/ISIC_0055014.jpg,1
../data/ISIC-images/ISIC_0055853.jpg,0
../data/ISIC-images/ISIC_0056857.jpg,0
../data/ISIC-images/ISIC_0054106.jpg,1
../data/ISIC-images/ISIC_0066120.jpg,0
../data/ISIC-images/ISIC_0060518.jpg,0
../data/ISIC-images/ISIC_0068911.jpg,1
../data/ISIC-images/ISIC_0067715.jpg,0
../data/ISIC-images/ISIC_0060437.jpg,1
../data/ISIC-images/ISIC_0063664.jpg,1
../data/ISIC-images/ISIC_0064265.jpg,0
../data/ISIC-images/ISIC_0069411.jpg,1
../data/ISIC-images/ISIC_0061656.jpg,1
../data/ISIC-images/ISIC_0059756.jpg,0
../data/ISIC-images/ISIC_0055681.jpg,1
../data/ISIC-images/ISIC_0071411.jpg,1
../data/ISIC-images/ISIC_0069153.jpg,1
../data/ISIC-images/ISIC_0056895.jpg,1
../data/ISIC-images/ISIC_0059449.jpg,1
../data/ISIC-images/ISIC_0067445.jpg,0
../data/ISIC-images/ISIC_0063988.jpg,1
../data/ISIC-images/ISIC_0067719.jpg,1
../data/ISIC-images/ISIC_0072129.jpg,1
../data/ISIC-images/ISIC_0055581.jpg,0
../data/ISIC-images/ISIC_0061776.jpg,1
../data/ISIC-images/ISIC_0072055.jpg,0
../data/ISIC-images/ISIC_0053817.jpg,1
../data/ISIC-images/ISIC_0064636.jpg,1
../data/ISIC-images/ISIC_0066034.jpg,0
../data/ISIC-images/ISIC_0067379.jpg,0
../data/ISIC-images/ISIC_0065787.jpg,1
../data/ISIC-images/ISIC_0064440.jpg,1
../data/ISIC-images/ISIC_0065853.jpg,1
../data/ISIC-images/ISIC_0060704.jpg,0
../data/ISIC-images/ISIC_0056030.jpg,1
../data/ISIC-images/ISIC_0068910.jpg,1
../data/ISIC-images/ISIC_0068469.jpg,1
../data/ISIC-images/ISIC_0065006.jpg,1
../data/ISIC-images/ISIC_0057490.jpg,1
../data/ISIC-images/ISIC_0068889.jpg,0
../data/ISIC-images/ISIC_0064358.jpg,1
../data/ISIC-images/ISIC_0065415.jpg,0
../data/ISIC-images/ISIC_0057561.jpg,0
../data/ISIC-images/ISIC_0061525.jpg,0
../data/ISIC-images/ISIC_0065402.jpg,1
../data/ISIC-images/ISIC_0066314.jpg,0
../data/ISIC-images/ISIC_0055013.jpg,0
../data/ISIC-images/ISIC_0070639.jpg,0
../data/ISIC-images/ISIC_0062430.jpg,0
../data/ISIC-images/ISIC_0059050.jpg,1
../data/ISIC-images/ISIC_0070052.jpg,0
../data/ISIC-images/ISIC_0072236.jpg,0
../data/ISIC-images/ISIC_0072372.jpg,0
../data/ISIC-images/ISIC_0070221.jpg,1
../data/ISIC-images/ISIC_0061162.jpg,0
../data/ISIC-images/ISIC_0067818.jpg,1
../data/ISIC-images/ISIC_0066318.jpg,1
../data/ISIC-images/ISIC_0068473.jpg,0
../data/ISIC-images/ISIC_0073101.jpg,0
../data/ISIC-images/ISIC_0071888.jpg,1
../data/ISIC-images/ISIC_0070899.jpg,0
../data/ISIC-images/ISIC_0060302.jpg,1
../data/ISIC-images/ISIC_0060761.jpg,0
../data/ISIC-images/ISIC_0059692.jpg,1
../data/ISIC-images/ISIC_0069428.jpg,1
../data/ISIC-images/ISIC_0054733.jpg,0
../data/ISIC-images/ISIC_0065411.jpg,1
../data/ISIC-images/ISIC_0056054.jpg,1
../data/ISIC-images/ISIC_0065910.jpg,0
../data/ISIC-images/ISIC_0065601.jpg,0
../data/ISIC-images/ISIC_0057083.jpg,1
../data/ISIC-images/ISIC_0064511.jpg,0
../data/ISIC-images/ISIC_0064581.jpg,1
../data/ISIC-images/ISIC_0063393.jpg,0
../data/ISIC-images/ISIC_0068552.jpg,0
../data/ISIC-images/ISIC_0055203.jpg,0
../data/ISIC-images/ISIC_0053555.jpg,1
../data/ISIC-images/ISIC_0056565.jpg,0
../data/ISIC-images/ISIC_0072250.jpg,1
../data/ISIC-images/ISIC_0056734.jpg,1
../data/ISIC-images/ISIC_0061779.jpg,0
../data/ISIC-images/ISIC_0070587.jpg,0
../data/ISIC-images/ISIC_0068567.jpg,1
../data/ISIC-images/ISIC_0064137.jpg,0
../data/ISIC-images/ISIC_0067331.jpg,0
../data/ISIC-images/ISIC_0066443.jpg,0
../data/ISIC-images/ISIC_0060668.jpg,0
../data/ISIC-images/ISIC_0054226.jpg,1
../data/ISIC-images/ISIC_0067962.jpg,0
../data/ISIC-images/ISIC_0060803.jpg,1
../data/ISIC-images/ISIC_0069816.jpg,0
../data/ISIC-images/ISIC_0056407.jpg,1
../data/ISIC-images/ISIC_0055616.jpg,1
../data/ISIC-images/ISIC_0054957.jpg,1
../data/ISIC-images/ISIC_0055319.jpg,1
../data/ISIC-images/ISIC_0072745.jpg,0
../data/ISIC-images/ISIC_0058334.jpg,1
../data/ISIC-images/ISIC_0072084.jpg,1
../data/ISIC-images/ISIC_0055723.jpg,0
../data/ISIC-images/ISIC_0059292.jpg,0
